,cliente,produc,mes,ventas_totales,unidades_totales,dias_con_venta,dias_mes,frecuencia_pct,descrip,depo,tipo_negocio,lista_precios,condi_venta,vende,linea_nume,sin_venta
28,4627,000-000-2001,2024-05,0.2526824789614684,-0.22155905200301784,1.0,31.0,0.03225806451612903,mogul tiburoncitos x 12 uds.,1.0,1.0,2.0,00,1.0,3.0,False
29,4627,000-000-2001,2024-06,1.4456532585909878,-0.1479694446567529,2.0,30.0,0.06666666666666667,mogul tiburoncitos x 12 uds.,1.0,1.0,2.0,00,1.0,3.0,False
30,4627,000-000-6020,2022-01,-0.4329347678046109,-0.1479694446567529,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
31,4627,000-000-6020,2022-02,-0.4412404630228903,-0.22155905200301784,1.0,28.0,0.03571428571428571,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
32,4627,000-000-6020,2022-03,-0.42947744264373333,-0.1479694446567529,2.0,31.0,0.06451612903225806,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
33,4627,000-000-6020,2022-04,-0.4152961120082231,-0.07437983731048799,3.0,30.0,0.1,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
34,4627,000-000-6020,2022-05,-0.42398893974049623,-0.1479694446567529,2.0,31.0,0.06451612903225806,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
35,4627,000-000-6020,2022-06,-0.43571386914122273,-0.22155905200301784,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
36,4627,000-000-6020,2022-07,-0.4188709067476203,-0.1479694446567529,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
37,4627,000-000-6020,2022-08,-0.43117732487762744,-0.22155905200301784,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
38,4627,000-000-6020,2022-09,-0.008493596596800245,1.176643487576016,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
39,4627,000-000-6020,2022-10,,,,,,,,,,,,,True
40,4627,000-000-6020,2022-11,-0.3945007850698323,-0.1479694446567529,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
41,4627,000-000-6020,2022-12,,,,,,,,,,,,,True
42,4627,000-000-6020,2023-01,-0.4153058245244611,-0.22155905200301784,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
43,4627,000-000-6020,2023-02,-0.4109504198159282,-0.22155905200301784,1.0,28.0,0.03571428571428571,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
44,4627,000-000-6020,2023-03,-0.4044515886964836,-0.22155905200301784,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
45,4627,000-000-6020,2023-04,-0.3476506121571416,-0.1479694446567529,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
46,4627,000-000-6020,2023-05,-0.32575191841600337,-0.1479694446567529,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
47,4627,000-000-6020,2023-06,-0.2260471402135818,-0.07437983731048799,2.0,30.0,0.06666666666666667,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
48,4627,000-000-6020,2023-07,-0.19235187531708015,-0.07437983731048799,3.0,31.0,0.0967741935483871,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
49,4627,000-000-6020,2023-08,-0.1805749801676068,-0.07437983731048799,2.0,31.0,0.06451612903225806,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
50,4627,000-000-6020,2023-09,,,,,,,,,,,,,True
51,4627,000-000-6020,2023-10,0.004781075359849716,-0.1479694446567529,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
52,4627,000-000-6020,2023-11,-0.24208347891368817,-0.22155905200301784,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
53,4627,000-000-6020,2023-12,-0.03117293344552201,-0.22155905200301784,1.0,31.0,0.03225806451612903,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
54,4627,000-000-6020,2024-01,,,,,,,,,,,,,True
55,4627,000-000-6020,2024-02,,,,,,,,,,,,,True
56,4627,000-000-6020,2024-03,,,,,,,,,,,,,True
57,4627,000-000-6020,2024-04,0.6896875996792278,-0.1479694446567529,1.0,30.0,0.03333333333333333,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
58,4627,000-000-6020,2024-05,1.0914725831121175,-0.1479694446567529,2.0,31.0,0.06451612903225806,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
59,4627,000-000-6020,2024-06,1.2020386506100886,-0.1479694446567529,2.0,30.0,0.06666666666666667,mogul rollo x 12 uds.,1.0,1.0,2.0,00,1.0,7.0,False
60,4627,000-000-1999,2022-01,-0.4415261410627742,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
61,4627,000-000-1999,2022-02,-0.4409967778401895,-0.22155905200301784,1.0,28.0,0.03571428571428571,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
62,4627,000-000-1999,2022-03,-0.42789529542125954,-0.1479694446567529,2.0,31.0,0.06451612903225806,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
63,4627,000-000-1999,2022-04,,,,,,,,,,,,,True
64,4627,000-000-1999,2022-05,-0.4253186979826796,-0.1479694446567529,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
65,4627,000-000-1999,2022-06,,,,,,,,,,,,,True
66,4627,000-000-1999,2022-07,-0.4343105558610042,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
67,4627,000-000-1999,2022-08,,,,,,,,,,,,,True
68,4627,000-000-1999,2022-09,-0.40521562380146425,-0.1479694446567529,2.0,30.0,0.06666666666666667,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
69,4627,000-000-1999,2022-10,-0.42412836528288755,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
70,4627,000-000-1999,2022-11,-0.42180707373760823,-0.22155905200301784,1.0,30.0,0.03333333333333333,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
71,4627,000-000-1999,2022-12,-0.4176828873537923,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
72,4627,000-000-1999,2023-01,-0.4143843338916142,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
73,4627,000-000-1999,2023-02,,,,,,,,,,,,,True
74,4627,000-000-1999,2023-03,-0.3538892753533714,-0.1479694446567529,2.0,31.0,0.06451612903225806,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
75,4627,000-000-1999,2023-04,,,,,,,,,,,,,True
76,4627,000-000-1999,2023-05,-0.2595827884819222,-0.07437983731048799,2.0,31.0,0.06451612903225806,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
77,4627,000-000-1999,2023-06,-0.3737805734972635,-0.22155905200301784,1.0,30.0,0.03333333333333333,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
78,4627,000-000-1999,2023-07,-0.363703845825779,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
79,4627,000-000-1999,2023-08,-0.3346546779432615,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
80,4627,000-000-1999,2023-09,-0.3043577381531141,-0.22155905200301784,1.0,30.0,0.03333333333333333,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
81,4627,000-000-1999,2023-10,,,,,,,,,,,,,True
82,4627,000-000-1999,2023-11,-0.21096918136546414,-0.22155905200301784,1.0,30.0,0.03333333333333333,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
83,4627,000-000-1999,2023-12,,,,,,,,,,,,,True
84,4627,000-000-1999,2024-01,0.2270546279218286,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
85,4627,000-000-1999,2024-02,,,,,,,,,,,,,True
86,4627,000-000-1999,2024-03,0.12149016414348797,-0.22155905200301784,1.0,31.0,0.03225806451612903,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
87,4627,000-000-1999,2024-04,0.155727942746445,-0.22155905200301784,1.0,30.0,0.03333333333333333,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
88,4627,000-000-1999,2024-05,,,,,,,,,,,,,True
89,4627,000-000-1999,2024-06,2.2937825311557862,-0.07437983731048799,3.0,30.0,0.1,"mogul ositos x 12 uds,",1.0,1.0,2.0,00,1.0,9.0,False
90,4627,000-000-11827,2022-01,-0.42474581574738746,1.360617505941678,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
91,4627,000-000-11827,2022-02,,,,,,,,,,,,,True
92,4627,000-000-11827,2022-03,,,,,,,,,,,,,True
93,4627,000-000-11827,2022-04,-0.4170131286099806,1.360617505941678,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
94,4627,000-000-11827,2022-05,-0.41544999458238807,1.360617505941678,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
95,4627,000-000-11827,2022-06,-0.4104381346697392,1.360617505941678,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
96,4627,000-000-11827,2022-07,-0.4085655649514207,1.360617505941678,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
97,4627,000-000-11827,2022-08,-0.4014024216498355,1.360617505941678,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
98,4627,000-000-11827,2022-09,-0.39454825968513024,1.360617505941678,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
99,4627,000-000-11827,2022-10,,,,,,,,,,,,,True
100,4627,000-000-11827,2022-11,-0.3814449876675082,1.360617505941678,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
101,4627,000-000-11827,2022-12,,,,,,,,,,,,,True
102,4627,000-000-11827,2023-01,,,,,,,,,,,,,True
103,4627,000-000-11827,2023-02,-0.35460948386113594,1.360617505941678,1.0,28.0,0.03571428571428571,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
104,4627,000-000-11827,2023-03,-0.3377003285746628,1.360617505941678,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
105,4627,000-000-11827,2023-04,-0.2457375836769911,2.1885005885871585,2.0,30.0,0.06666666666666667,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
106,4627,000-000-11827,2023-05,-0.08399522141083188,3.016383671232639,3.0,31.0,0.0967741935483871,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
107,4627,000-000-11827,2023-06,-0.2454344461659431,1.360617505941678,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
108,4627,000-000-11827,2023-07,-0.33454740528266086,0.5327344232961977,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
109,4627,000-000-11827,2023-08,0.343293529631372,4.672149836523601,4.0,31.0,0.12903225806451613,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
110,4627,000-000-11827,2023-09,-0.2552829091392999,0.5327344232961977,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
111,4627,000-000-11827,2023-10,-0.2146163859591869,0.5327344232961977,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
112,4627,000-000-11827,2023-11,0.4409234492822485,2.1885005885871585,3.0,30.0,0.1,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
113,4627,000-000-11827,2023-12,0.5347760729839779,1.360617505941678,2.0,31.0,0.06451612903225806,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
114,4627,000-000-11827,2024-01,1.3114935560396526,1.360617505941678,2.0,31.0,0.06451612903225806,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
115,4627,000-000-11827,2024-02,1.4965997110082911,1.360617505941678,2.0,29.0,0.06896551724137931,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
116,4627,000-000-11827,2024-03,0.5913346092282737,0.5327344232961977,1.0,31.0,0.03225806451612903,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
117,4627,000-000-11827,2024-04,0.5013791865122739,0.5327344232961977,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
118,4627,000-000-11827,2024-05,,,,,,,,,,,,,True
119,4627,000-000-11827,2024-06,0.7145994413649314,0.5327344232961977,1.0,30.0,0.03333333333333333,menta chocolate x 715 grs.,1.0,1.0,2.0,00,1.0,25.0,False
120,4627,000-000-10885,2022-01,-0.43675111542384265,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
121,4627,000-000-10885,2022-02,,,,,,,,,,,,,True
122,4627,000-000-10885,2022-03,-0.4328951716696329,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
123,4627,000-000-10885,2022-04,-0.42273479693272603,0.9742720673737872,2.0,30.0,0.06666666666666667,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
124,4627,000-000-10885,2022-05,,,,,,,,,,,,,True
125,4627,000-000-10885,2022-06,-0.42909328097829985,0.5511318251327639,1.0,30.0,0.03333333333333333,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
126,4627,000-000-10885,2022-07,-0.40560490598749693,1.3974123096148106,2.0,31.0,0.06451612903225806,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
127,4627,000-000-10885,2022-08,,,,,,,,,,,,,True
128,4627,000-000-10885,2022-09,-0.39059895789218885,1.3974123096148106,2.0,30.0,0.06666666666666667,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
129,4627,000-000-10885,2022-10,-0.3847668133299251,1.3974123096148106,2.0,31.0,0.06451612903225806,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
130,4627,000-000-10885,2022-11,-0.4135753018091624,0.5511318251327639,1.0,30.0,0.03333333333333333,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
131,4627,000-000-10885,2022-12,-0.4016646293171338,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
132,4627,000-000-10885,2023-01,-0.40485622428625145,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
133,4627,000-000-10885,2023-02,,,,,,,,,,,,,True
134,4627,000-000-10885,2023-03,-0.3215828519860618,1.3974123096148106,2.0,31.0,0.06451612903225806,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
135,4627,000-000-10885,2023-04,,,,,,,,,,,,,True
136,4627,000-000-10885,2023-05,-0.3520354876427714,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
137,4627,000-000-10885,2023-06,-0.3407746518904439,0.5511318251327639,2.0,30.0,0.06666666666666667,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
138,4627,000-000-10885,2023-07,-0.3447241322451474,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
139,4627,000-000-10885,2023-08,-0.10853239258437855,1.8205525518558339,3.0,31.0,0.0967741935483871,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
140,4627,000-000-10885,2023-09,-0.24649458438159824,0.5511318251327639,2.0,30.0,0.06666666666666667,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
141,4627,000-000-10885,2023-10,-0.1979819746947185,0.5511318251327639,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
142,4627,000-000-10885,2023-11,,,,,,,,,,,,,True
143,4627,000-000-10885,2023-12,,,,,,,,,,,,,True
144,4627,000-000-10885,2024-01,1.3602502274566235,1.3974123096148106,2.0,31.0,0.06451612903225806,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
145,4627,000-000-10885,2024-02,0.562201156243907,0.5511318251327639,1.0,29.0,0.034482758620689655,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
146,4627,000-000-10885,2024-03,,,,,,,,,,,,,True
147,4627,000-000-10885,2024-04,1.2320916980395467,0.9742720673737872,2.0,30.0,0.06666666666666667,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
148,4627,000-000-10885,2024-05,0.13782808163047258,0.1279915828917406,1.0,31.0,0.03225806451612903,gajitos x 485 grs.,1.0,1.0,2.0,00,1.0,23.0,False
149,4627,000-000-10885,2024-06,,,,,,,,,,,,,True
150,4627,000-000-12882,2022-01,-0.4356553693363626,0.8332253199601128,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
151,4627,000-000-12882,2022-02,,,,,,,,,,,,,True
152,4627,000-000-12882,2022-03,-0.39559117774085495,3.089973278578904,2.0,31.0,0.06451612903225806,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
153,4627,000-000-12882,2022-04,,,,,,,,,,,,,True
154,4627,000-000-12882,2022-05,-0.41551076038172624,1.3974123096148106,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
155,4627,000-000-12882,2022-06,-0.4168218967833144,1.1153188147874618,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
156,4627,000-000-12882,2022-07,-0.4217753506679253,0.8332253199601128,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
157,4627,000-000-12882,2022-08,-0.41533177882599426,0.8332253199601128,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
158,4627,000-000-12882,2022-09,-0.41041867219533934,0.8332253199601128,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
159,4627,000-000-12882,2022-10,-0.4154546493949174,0.5511318251327639,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
160,4627,000-000-12882,2022-11,-0.38690204694547253,1.1153188147874618,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
161,4627,000-000-12882,2022-12,-0.4202915121771748,0.269038330305415,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
162,4627,000-000-12882,2023-01,,,,,,,,,,,,,True
163,4627,000-000-12882,2023-02,-0.3944217057642591,0.5511318251327639,1.0,28.0,0.03571428571428571,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
164,4627,000-000-12882,2023-03,-0.40688220763970034,0.269038330305415,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
165,4627,000-000-12882,2023-04,,,,,,,,,,,,,True
166,4627,000-000-12882,2023-05,-0.3590540949701123,0.5511318251327639,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
167,4627,000-000-12882,2023-06,-0.34859565005891263,0.5511318251327639,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
168,4627,000-000-12882,2023-07,-0.3352143720613151,0.5511318251327639,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
169,4627,000-000-12882,2023-08,-0.20672251534098868,1.1153188147874618,2.0,31.0,0.06451612903225806,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
170,4627,000-000-12882,2023-09,-0.3211292427492852,0.269038330305415,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
171,4627,000-000-12882,2023-10,,,,,,,,,,,,,True
172,4627,000-000-12882,2023-11,-0.16648378094736732,0.5511318251327639,1.0,30.0,0.03333333333333333,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
173,4627,000-000-12882,2023-12,0.12090671322094561,0.5511318251327639,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
174,4627,000-000-12882,2024-01,0.12625324695252957,0.269038330305415,1.0,31.0,0.03225806451612903,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
175,4627,000-000-12882,2024-02,0.12719317081437506,0.269038330305415,1.0,29.0,0.034482758620689655,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
176,4627,000-000-12882,2024-03,,,,,,,,,,,,,True
177,4627,000-000-12882,2024-04,,,,,,,,,,,,,True
178,4627,000-000-12882,2024-05,,,,,,,,,,,,,True
179,4627,000-000-12882,2024-06,4.696464081328559,3.3720667734062535,3.0,30.0,0.1,mogul jelly buttons x 220 grs.,1.0,1.0,2.0,00,1.0,15.0,False
